metascore,rotten_tomatoes_rating,meta_critic_rating,budget,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_date,release_year,release_month,release_day,is_weekend,is_holiday_season,movie_age,production_country_name,spoken_languages,first_billing_actor,second_billing_actor,third_billing_actor,main_director,main_writer,secondary_writer,imdb_rating,imdb_votes,title,tmdb_vote_count,tmdb_vote_average,genre_names,runtime_in_min,tmdb_popularity,production_company_name,age_rating
45.0,56.0,45.0,45000000.0,0,0,0,0,1,0,0,0,0,0,2022-07-14,2022,7,14,0,1,3,"Canada,Others,United Kingdom,United States of America",English,Michael Cera,Samuel L. Jackson,Ricky Gervais,Chris Bailey,Ed Stone,Nate Hopper,5.8,6983.0,Paws of Fury: The Legend of Hank,301,6.7,"Animation, Adventure, Comedy, Family",94.0,16.869,"Flying Tigers Entertainment, Aniventure, HB Wink Animation, Cinesite Animation, Align, GFM Animation, Brooksfilms Ltd., Mass Animation, Blazing Productions, Paramount Pictures, Nickelodeon Movies",PG
53.0,48.0,53.0,65000000.0,0,0,0,0,0,0,0,0,0,0,2006-12-12,2006,12,12,0,1,19,United States of America,English,Matthew McConaughey,Matthew Fox,Anthony Mackie,McG,Jamie Linden,Cory Helms,7.0,65670.0,We Are Marshall,718,6.862,"Drama, History",124.0,10.199,"Wonderland Sound and Vision, Thunder Road, Legendary Pictures, Warner Bros. Pictures",PG
56.0,52.0,56.0,75000000.0,0,0,0,0,0,14,0,2,0,0,1999-12-16,1999,12,16,0,1,26,United States of America,"Others,Spanish,English",Jodie Foster,Chow Yun-Fat,Bai Ling,Andy Tennant,Anna Leonowens,Steve Meerson,6.7,39484.0,Anna and the King,776,6.8,"Drama, Romance, History",148.0,11.284,"Fox 2000 Pictures, Lawrence Bender Productions",PG-13
72.0,85.0,72.0,125000.0,0,0,0,0,2,8,0,0,0,0,2011-09-11,2011,9,11,1,0,14,United States of America,English,Mark Duplass,Emily Blunt,Rosemarie DeWitt,Lynn Shelton,Lynn Shelton,Missing_data,6.7,28677.0,Your Sister's Sister,336,6.5,Comedy,90.0,8.352,Ada Films,R
51.0,66.0,51.0,3000000.0,0,0,0,0,1,2,0,0,0,0,1974-07-24,1974,7,24,0,1,51,United States of America,"French,English,Italian,German",Charles Bronson,Hope Lange,Vincent Gardenia,Michael Winner,Brian Garfield,Wendell Mayes,6.9,45235.0,Death Wish,862,6.896,"Crime, Drama, Action",93.0,17.807,"Landers-Roberts Productions, The De Laurentiis Company, Scimitar Films, Paramount Pictures",R
70.0,85.0,70.0,9996156.627044292,0,0,0,1,5,13,0,0,0,0,2014-10-08,2014,10,8,0,0,11,United States of America,"English,French,German,Italian",Lou Taylor Pucci,Nadia Hilker,Francesco Carnelutti,Justin Benson,Justin Benson,Missing_data,6.7,32308.0,Spring,708,6.6,"Horror, Romance, Science Fiction",109.0,9.965,"XYZ Films, Rustic Films",Not Rated
56.0,66.0,56.0,29000000.0,0,0,0,0,3,6,0,0,0,0,2003-09-11,2003,9,11,0,0,22,United States of America,"English,Spanish",Antonio Banderas,Salma Hayek,Johnny Depp,Robert Rodriguez,Robert Rodriguez,Missing_data,6.3,172605.0,Once Upon a Time in Mexico,2180,6.298,"Action, Drama, Mystery, Crime, Thriller",102.0,23.4,"Columbia Pictures, Dimension Films, Troublemaker Studios",R
36.0,24.0,36.0,60000000.0,0,0,0,0,1,4,0,0,0,0,1997-11-14,1997,11,14,1,1,28,"Canada,France,Germany,Others,United Kingdom,United States of America","English,Others",Bruce Willis,Richard Gere,Sidney Poitier,Michael Caton-Jones,Kenneth Ross,Chuck Pfarrer,6.4,127651.0,The Jackal,1918,6.38,"Action, Thriller, Adventure, Crime",124.0,34.852,"Universal Pictures, Mutual Film Company, Alphaville Films, UGC PH, Marubeni, TOHO-TOWA, BBC, Tele München",R
80.0,96.0,80.0,1900000.0,0,0,0,0,2,3,2,1,0,0,1956-03-23,1956,3,23,1,0,69,United States of America,English,Walter Pidgeon,Anne Francis,Leslie Nielsen,Fred M. Wilcox,Cyril Hume,Irving Block,7.5,54746.0,Forbidden Planet,949,7.257,"Science Fiction, Adventure",98.0,15.604,Metro-Goldwyn-Mayer,G
71.0,80.0,71.0,26000000.0,0,0,0,0,2,10,0,0,0,0,2005-08-10,2005,8,10,0,0,20,United States of America,"English,Others",Rachel McAdams,Cillian Murphy,Brian Cox,Wes Craven,Carl Ellsworth,Dan Foos,6.5,152524.0,Red Eye,2238,6.38,"Thriller, Mystery",85.0,23.129,"DreamWorks Pictures, Craven-Maddalena Films, BenderSpink",PG-13
78.0,92.0,78.0,15000000.0,0,0,0,0,74,161,74,0,0,0,2015-01-21,2015,1,21,0,0,10,"United Kingdom,United States of America",English,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Alex Garland,Alex Garland,Missing_data,7.7,610361.0,Ex Machina,13389,7.571,"Drama, Science Fiction",108.0,37.878,"DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions",R
87.0,90.0,87.0,9000000.0,0,0,0,0,16,16,0,0,0,0,1998-12-11,1998,12,11,1,1,27,United States of America,"French,English,Others,Spanish",Jason Schwartzman,Bill Murray,Olivia Williams,Wes Anderson,Wes Anderson,Owen Wilson,7.6,201410.0,Rushmore,2493,7.403,"Comedy, Drama",93.0,12.808,"Touchstone Pictures, American Empirical Pictures",R
79.0,88.0,79.0,40000000.0,0,0,0,0,16,63,0,0,0,0,2018-02-22,2018,2,22,0,0,7,"United Kingdom,United States of America",English,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,Alex Garland,Alex Garland,Jeff VanderMeer,6.8,372716.0,Annihilation,8710,6.424,"Science Fiction, Horror",115.0,51.679,"Paramount Pictures, Skydance Media, DNA Films, Scott Rudin Productions",R
52.0,52.0,52.0,48000000.0,0,0,0,0,1,9,0,0,0,0,2019-11-14,2019,11,14,0,1,6,United States of America,"German,French,Others,English",Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks,Elizabeth Banks,Evan Spiliotopoulos,5.0,82036.0,Charlie's Angels,2994,6.4,"Action, Adventure, Comedy",118.0,32.119,"Columbia Pictures, Brownstone Productions, 2.0 Entertainment, The Cantillon Company",PG-13
10.881013768194713,13.0,10.881020269033154,22000000.0,1,0,1,0,3,6,0,0,0,0,2013-08-09,2013,8,9,1,0,12,"Others,United Kingdom",English,Freddie Highmore,Antonio Banderas,James Cosmo,Manuel Sicilia,Manuel Sicilia,Matthew Jacobs,6.0,6528.0,Justin and the Knights of Valour,313,5.9,"Animation, Adventure",90.0,14.778,"Audiovisual Aval SGR, Atresmedia, Aliwood Mediterráneo Producciones, Gobierno de Cantabria, Consejería de Cultura, Turismo y Deporte, Kandor Graphics, ICO, Out Of The Box Features, Timeless Films",PG
36.0,27.0,36.0,40000000.0,0,0,0,0,3,6,0,0,0,0,2011-04-08,2011,4,8,1,0,14,United States of America,English,Russell Brand,Helen Mirren,Jennifer Garner,Jason Winer,Peter Baynham,Steve Gordon,5.7,53351.0,Arthur,740,5.5,"Comedy, Romance",110.0,14.994,Warner Bros. Pictures,PG-13
43.0,30.0,43.0,30000000.0,0,0,0,0,0,0,0,0,0,0,2017-08-10,2017,8,10,0,0,8,United States of America,"English,Spanish,Others",Blake Lively,Jason Clarke,Ahna O'Reilly,Marc Forster,Sean Conway,Marc Forster,5.4,13544.0,All I See Is You,583,5.2,"Mystery, Thriller, Drama",110.0,10.989,"2DUX², SC Films International, Wing and a Prayer Pictures, LINK Entertainment, SC Films Thailand Co., Universal Pictures",R
34.0,11.0,34.0,16000000.0,0,0,0,0,1,2,0,0,0,0,2007-02-02,2007,2,2,1,0,18,United States of America,English,Dylan McDermott,Penelope Ann Miller,Kristen Stewart,Danny Pang,Mark Wheaton,Todd Farmer,5.3,41658.0,The Messengers,808,5.7,"Mystery, Thriller, Horror",90.0,10.812,"Screen Gems, Ghost House Pictures, Columbia Pictures, Blue Star Pictures, Scarecrow Productions, Mandate Pictures",PG-13
42.0,32.0,42.0,4357373.0,0,0,0,0,0,3,0,0,0,0,2013-10-13,2013,10,13,1,0,12,"Canada,France,Others,United Kingdom,United States of America",English,Mark Strong,Taissa Farmiga,Brian Cox,Jorge Dorado,Guy Holmes,Martha Holmes,6.4,25579.0,Anna,655,6.5,"Thriller, Drama",99.0,10.552,"StudioCanal, The Safran Company, Ombra Films, Roxbury, Atresmedia, Anton Capital Entertainment, Canal+, TV3, ICO, Vision Globale",R
10.92083168382034,66.97262419335723,11.053289254169366,2000000.0,1,1,1,0,1,0,0,0,0,0,2016-12-22,2016,12,22,0,1,9,Others,Others,Paulo Gustavo,Rodrigo Pandolfo,Mariana Xavier,César Rodrigues,Paulo Gustavo,Fil Braz,6.6,3474.0,My Mom Is a Character 2,500,7.7,Comedy,96.0,5.249,"Migdal Filmes, Globo Filmes, Paris Filmes, Downtown Filmes, Universal Pictures International, Paramount Pictures Brasil, DiamondBack",TV-MA
62.0,69.0,62.0,20000000.0,0,0,0,0,5,7,0,0,0,0,2007-03-27,2007,3,27,0,0,18,United States of America,"English,Spanish",Shia LaBeouf,David Morse,Carrie-Anne Moss,D.J. Caruso,Christopher Landon,Carl Ellsworth,6.8,263594.0,Disturbia,3722,6.688,"Thriller, Drama, Mystery",105.0,17.539,The Montecito Picture Company,PG-13
10.816295420536909,41.6710459193974,10.700886191173556,200000.0,1,1,1,0,2,0,0,0,0,0,2007-11-15,2007,11,15,0,1,18,Others,English,Andy Whitfield,Dwaine Stevenson,Samantha Noble,Shane Abbess,Matt Hylton Todd,Shane Abbess,5.5,14357.0,Gabriel,402,6.009,"Fantasy, Horror, Action, Science Fiction",109.0,8.934,"Redline Films, HILT Productions",R
48.0,37.0,48.0,128000000.0,0,0,0,0,2,22,2,1,0,0,2003-10-23,2003,10,23,0,0,22,United States of America,"Others,English",Joaquin Phoenix,Jeremy Suarez,Rick Moranis,Aaron Blaise,Tab Murphy,Lorne Cameron,6.9,128243.0,Brother Bear,5459,7.3,"Adventure, Animation, Family",85.0,44.612,Walt Disney Feature Animation,G
84.0,97.0,84.0,175000000.0,0,0,0,0,61,66,61,0,0,0,2019-06-19,2019,6,19,0,1,6,United States of America,English,Tom Hanks,Tim Allen,Annie Potts,Josh Cooley,John Lasseter,Andrew Stanton,7.6,292487.0,Toy Story 4,9898,7.481,"Family, Adventure, Animation, Comedy, Fantasy",100.0,50.116,"Walt Disney Pictures, Pixar",G
41.0,39.0,41.0,200000000.0,0,0,0,0,1,13,0,0,0,0,2022-10-19,2022,10,19,0,0,3,United States of America,English,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Jaume Collet-Serra,Adam Sztykiel,Rory Haines,6.2,287529.0,Black Adam,6426,6.9,"Action, Adventure, Science Fiction",125.0,60.244,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",PG-13
38.0,18.0,38.0,40000000.0,0,0,0,0,4,9,0,0,0,0,1993-05-21,1993,5,21,1,0,32,"United States of America,Others",English,Sharon Stone,William Baldwin,Tom Berenger,Phillip Noyce,Ira Levin,Joe Eszterhas,5.1,35145.0,Sliver,703,5.5,"Drama, Thriller",107.0,19.045,"Robert Evans Company, Paramount Pictures",R
64.0,87.0,64.0,4500000.0,0,0,0,0,8,13,0,0,0,0,1996-09-13,1996,9,13,1,0,29,United States of America,"English,Italian",Jennifer Tilly,Gina Gershon,Joe Pantoliano,Lana Wachowski,Lilly Wachowski,Lana Wachowski,7.3,63142.0,Bound,957,7.2,"Drama, Thriller, Crime",105.0,28.648,"The De Laurentiis Company, Summit Entertainment, Newmarket Capital Group",R
36.0,20.0,36.0,23764432.888981212,0,0,0,1,1,2,0,0,0,0,2011-06-17,2011,6,17,1,1,14,United States of America,English,Freddie Highmore,Emma Roberts,Michael Angarano,Gavin Wiesen,Gavin Wiesen,Missing_data,6.5,61318.0,The Art of Getting By,1297,6.6,"Drama, Romance",83.0,8.433,"Goldcrest, Atlantic Pictures, Gigi Films",PG-13
38.0,16.0,38.0,18000000.0,0,0,0,0,0,0,0,0,0,0,2014-07-10,2014,7,10,0,1,11,United States of America,English,Michael Douglas,Diane Keaton,Sterling Jerins,Rob Reiner,Mark Andrus,Missing_data,5.9,15564.0,And So It Goes,458,6.031,"Comedy, Drama, Romance",94.0,9.607,"Castle Rock Entertainment, ASIG Productions, Envision Entertainment, Foresight Unlimited",PG-13
26.0,0.0,26.0,40000000.0,0,0,0,0,0,3,0,0,0,0,2012-03-07,2012,3,7,0,0,13,United States of America,English,Eddie Murphy,Cliff Curtis,Kerry Washington,Brian Robbins,Steve Koren,Missing_data,5.9,45620.0,A Thousand Words,1323,6.093,"Drama, Comedy",91.0,17.808,"Paramount Pictures, Saturn Films, Varsity Pictures, DreamWorks Pictures",PG-13
61.0,63.0,61.0,257899.0,0,0,0,0,13,9,0,0,0,0,1997-12-10,1997,12,10,0,1,28,Canada,"German,English",Nicole de Boer,Maurice Dean Wint,David Hewlett,Vincenzo Natali,André Bijelic,Vincenzo Natali,7.1,252789.0,Cube,4810,6.805,"Thriller, Science Fiction, Mystery",90.0,22.122,"Cube Libre, The Feature Film Project",R
73.0,84.0,73.0,14956172.83336563,0,0,0,1,1,8,0,0,0,0,2014-05-23,2014,5,23,1,0,11,"France,United States of America",English,Michael C. Hall,Sam Shepard,Don Johnson,Jim Mickle,Nick Damici,Jim Mickle,6.7,38427.0,Cold in July,741,6.6,"Drama, Thriller",109.0,8.556,"Bullet Pictures, Paradise City, BSM Studio, Backup Media",R
50.0,59.0,50.0,48355494.84477601,0,0,0,1,2,2,0,0,0,0,2023-03-09,2023,3,9,0,0,2,United States of America,English,Woody Harrelson,Kaitlin Olson,Matt Cook,Bobby Farrelly,Mark Rizzo,Javier Fesser,6.8,28533.0,Champions,403,6.7,"Comedy, Drama",124.0,12.98,"Gold Circle Films, Focus Features",PG-13
84.0,98.0,84.0,20000000.0,0,0,0,0,15,23,15,7,0,0,1987-12-16,1987,12,16,0,1,38,United States of America,"German,Spanish,French,English",William Hurt,Albert Brooks,Holly Hunter,James L. Brooks,James L. Brooks,Missing_data,7.3,34881.0,Broadcast News,413,6.7,"Comedy, Romance",133.0,8.949,"Amercent Films, American Entertainment Partners L.P., Gracie Films, 20th Century Fox",R
70.0,70.0,70.0,7110000.0,0,0,0,0,1,7,0,0,0,0,2017-05-26,2017,5,26,1,0,8,"Others,France",French,Marine Vacth,Jérémie Renier,Jacqueline Bisset,François Ozon,François Ozon,Joyce Carol Oates,6.2,13982.0,Double Lover,527,6.1,"Romance, Thriller, Drama",108.0,11.305,"Mars Films, FOZ, Mandarin Cinéma",Not Rated
35.0,16.0,35.0,75000000.0,0,0,0,0,0,2,0,0,0,0,2007-02-06,2007,2,6,0,0,18,"Others,France,United Kingdom,United States of America","English,German,Others",Gaspard Ulliel,Rhys Ifans,Gong Li,Peter Webber,Thomas Harris,Missing_data,6.1,117880.0,Hannibal Rising,2237,6.243,"Crime, Thriller, Horror",121.0,5.372,"Quinta Communications, Ingenious Media, Delta (Young Hannibal) Ltd., DDL Cinematografica, Zephyr Films, ETIC Films, The De Laurentiis Company, The Weinstein Company, Metro-Goldwyn-Mayer",R
75.0,97.0,75.0,9904158.487093695,0,0,0,1,20,30,20,1,0,0,2018-09-27,2018,9,27,0,0,7,Others,Others,Eva Melander,Eero Milonoff,Jörgen Thorsson,Ali Abbasi,John Ajvide Lindqvist,Ali Abbasi,7.0,35773.0,Border,825,6.702,"Fantasy, Drama, Crime",110.0,9.443,"Meta Film Stockholm, Black Spark Film & TV, Film i Väst, SVT, Meta Film, Copenhagen Film Fund, Kärnfilm",R
58.0,58.0,58.0,32000000.0,0,0,0,0,2,5,2,1,0,0,2008-12-31,2008,12,31,0,1,17,United States of America,"German,Others,English",Daniel Craig,Liev Schreiber,Jamie Bell,Edward Zwick,Clayton Frohman,Edward Zwick,7.1,157357.0,Defiance,1743,6.8,"Action, Drama, History, War",137.0,18.995,"Paramount Vantage, Grosvenor Park Productions, Defiance Productions, Pistachio Pictures, Bedford Falls Productions",R
63.0,80.0,63.0,51000000.0,0,0,0,0,2,0,0,0,0,0,2018-08-17,2018,8,17,1,0,7,"Canada,United States of America",English,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Albert Hughes,Daniele Sebastian Wiedenhaupt,Albert Hughes,6.6,68140.0,Alpha,2560,6.5,"Adventure, Drama",97.0,28.033,"Studio 8, Columbia Pictures",PG-13
71.0,84.0,71.0,31000000.0,0,0,0,0,7,25,7,1,0,0,1996-03-08,1996,3,8,1,0,29,United States of America,English,Robin Williams,Nathan Lane,Gene Hackman,Mike Nichols,Jean Poiret,Francis Veber,7.2,104883.0,The Birdcage,1158,7.0,Comedy,119.0,15.407,"United Artists, Metro-Goldwyn-Mayer",R
65.0,86.0,65.0,5000000.0,0,0,0,0,12,14,0,0,0,0,2010-01-22,2010,1,22,1,0,15,"Canada,United States of America",English,Tyler Labine,Alan Tudyk,Katrina Bowden,Eli Craig,Eli Craig,Morgan Jurgenson,7.5,198967.0,Tucker and Dale vs. Evil,2798,7.4,"Comedy, Horror",89.0,21.535,"Eden Rock Media, Gynormous Pictures, Voltage Pictures",R
51.0,33.0,51.0,70000000.0,0,0,0,0,1,5,0,0,0,0,2015-01-13,2015,1,13,0,0,10,United States of America,"German,English,Others,Spanish,Italian",Chris Hemsworth,Viola Davis,Tang Wei,Michael Mann,Morgan Davis Foehl,Missing_data,5.5,65300.0,Blackhat,2042,5.506,"Crime, Thriller, Action",133.0,28.846,"Legendary Pictures, Forward Pass",R
57.0,58.0,57.0,85000000.0,0,0,0,0,8,15,0,0,8,1,2009-12-23,2009,12,23,0,1,16,"Others,United States of America","English,French",Meryl Streep,Steve Martin,Alec Baldwin,Nancy Meyers,Nancy Meyers,Missing_data,6.5,99806.0,It's Complicated,1407,6.5,"Comedy, Romance",121.0,15.865,"Universal Pictures, Relativity Media, Waverly Films, Scott Rudin Productions, dentsu",R
48.0,70.0,48.0,45000000.0,0,0,0,0,1,0,0,0,0,0,2009-09-16,2009,9,16,0,0,16,"Others,France,United Kingdom,United States of America","English,Others",James Purefoy,Max von Sydow,Rachel Hurd-Wood,M.J. Bassett,M.J. Bassett,Robert E. Howard,6.1,78200.0,Solomon Kane,1400,6.0,"Adventure, Fantasy, Action",104.0,16.414,"Davis Films, Czech Anglo Pictures, Wandering Star Pictures, Essential Entertainment",R
56.0,73.0,56.0,15000000.0,0,0,0,0,2,7,2,1,0,0,1989-11-15,1989,11,15,0,1,36,United States of America,English,Shirley MacLaine,Olympia Dukakis,Sally Field,Herbert Ross,Robert Harling,Missing_data,7.3,64930.0,Steel Magnolias,662,7.2,"Comedy, Drama, Romance",117.0,12.684,"Rastar Productions, TriStar Pictures",PG
63.0,64.0,63.0,5000000.0,0,0,0,0,1,0,0,0,0,0,2014-09-25,2014,9,25,0,0,11,United States of America,English,Keira Knightley,Chloë Grace Moretz,Sam Rockwell,Lynn Shelton,Andrea Seigel,Missing_data,6.4,46226.0,Laggies,1132,6.1,"Comedy, Drama, Romance",100.0,7.969,"Anonymous Content, Merced Media Partners, PenLife Media",R
50.0,51.0,50.0,2500000.0,0,0,0,0,1,0,0,0,0,0,1982-10-22,1982,10,22,1,0,43,United States of America,English,Tom Atkins,Stacey Nelkin,Dan O'Herlihy,Tommy Lee Wallace,Tommy Lee Wallace,John Carpenter,5.2,63919.0,Halloween III: Season of the Witch,1397,5.2,"Horror, Science Fiction",99.0,17.234,"Universal Pictures, The De Laurentiis Company",R
46.0,60.0,46.0,7500000.0,0,0,0,0,0,2,0,0,0,0,1985-08-01,1985,8,1,0,0,40,United States of America,English,Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock,John Hughes,John Hughes,Al Feldstein,6.6,100707.0,Weird Science,1398,6.545,"Comedy, Fantasy, Science Fiction",93.0,20.319,"Universal Pictures, Silver Pictures",PG-13
43.0,19.0,43.0,2550000.0,0,0,0,0,0,0,0,0,0,0,1984-11-16,1984,11,16,1,1,41,United States of America,"English,Others",Chuck Norris,M. Emmet Walsh,David Tress,Joseph Zito,Arthur Silver,Larry Levinson,5.4,17048.0,Missing in Action,494,5.872,"Action, Adventure, Thriller, War",101.0,14.76,"The Cannon Group, Golan-Globus Productions",R
47.0,56.0,47.0,3000000.0,0,0,0,0,2,7,0,0,0,0,2008-09-26,2008,9,26,1,0,17,United States of America,English,Sam Rockwell,Anjelica Huston,Kelly Macdonald,Clark Gregg,Clark Gregg,Chuck Palahniuk,6.4,33978.0,Choke,392,6.1,"Comedy, Drama",92.0,10.365,"Fox Searchlight Pictures, Choke Film, Dune Entertainment III, Aramid Entertainment, Contrafilm, ATO Pictures",R
65.0,70.0,65.0,700000.0,0,0,0,0,1,3,0,0,0,0,2016-09-02,2016,9,2,1,0,9,United States of America,English,Morgan Saylor,Brian Marc,Justin Bartha,Elizabeth Wood,Elizabeth Wood,Missing_data,5.7,12031.0,White Girl,466,5.658,Drama,88.0,20.183,"Bank Street Films, Killer Films, Supermarché, Greencard Pictures",TV-MA
79.0,93.0,79.0,15000000.0,0,0,0,0,79,180,79,1,0,0,2011-09-15,2011,9,15,0,0,14,United States of America,English,Ryan Gosling,Carey Mulligan,Bryan Cranston,Nicolas Winding Refn,Hossein Amini,James Sallis,7.8,728348.0,Drive,12734,7.579,"Drama, Thriller, Crime",100.0,34.91,"FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",R
12.248535067805808,91.19437902638627,12.253692567177852,9500000.0,1,1,1,0,1,12,0,0,0,0,2023-03-09,2023,3,9,0,0,2,Others,"Italian,Others",Pierfrancesco Favino,Linda Caridi,Antonio Gerardi,Andrea Di Stefano,Andrea Di Stefano,Missing_data,7.1,5446.0,Last Night of Amore,481,7.161,"Thriller, Crime",124.0,8.971,"Vision Distribution, Indiana Production, MeMo Films, Adler Entertainment",TV-14
78.0,98.0,78.0,7714576.224808279,0,0,0,1,6,21,0,0,0,0,2017-01-08,2017,1,8,1,0,8,United States of America,Others,Yaman Barlas,Sari,Arzu Göl,Ceyda Torun,Missing_data,Missing_data,7.6,16133.0,Kedi,323,7.568,Documentary,79.0,7.949,Termite Films,Not Rated
11.995984716571739,98.0,12.059041671193992,4370986.548080636,1,0,1,1,11,2,0,0,11,1,1955-08-26,1955,8,26,1,0,70,Others,Others,Kanu Bannerjee,Karuna Bannerjee,Subir Banerjee,Satyajit Ray,Bibhutibhushan Bandyopadhyay,Satyajit Ray,8.2,39591.0,Pather Panchali,429,7.93,Drama,125.0,9.34,Government of West Bengal,Not Rated
24.0,13.0,24.0,62000000.0,0,0,0,0,5,8,0,0,0,0,2008-06-20,2008,6,20,1,1,17,"Germany,United States of America,United Kingdom",English,Mike Myers,Jessica Alba,Romany Malco,Marco Schnabel,Mike Myers,Graham Gordy,3.8,55534.0,The Love Guru,712,4.1,"Comedy, Romance",87.0,12.383,"Paramount Pictures, Internationale Filmproduktion Poseidon, LSG Productions, Love Guru Productions, Michael De Luca Productions, Nomoneyfun Films, Spyglass Entertainment",PG-13
39.0,23.0,39.0,5000000.0,0,0,0,0,0,0,0,0,0,0,2019-10-10,2019,10,10,0,0,6,"Canada,United States of America",English,Adam Devine,Alexandra Shipp,Rose Byrne,Jon Lucas,Jon Lucas,Scott Moore,6.1,32354.0,Jexi,1200,6.8,Comedy,84.0,15.607,"CBS Films, Team Todd, Sierra/Affinity, Lionsgate, Jexi Studios, Entertainment One",R
78.0,85.0,78.0,50000000.0,0,0,0,0,31,146,0,0,31,5,2024-12-25,2024,12,25,0,1,1,United States of America,"German,English,Others,Spanish",Lily-Rose Depp,Nicholas Hoult,Bill Skarsgård,Robert Eggers,Robert Eggers,Henrik Galeen,7.6,89890.0,Nosferatu,2107,6.7,"Horror, Fantasy",133.0,508.643,"Focus Features, Studio 8, Maiden Voyage Pictures, Birch Hill Road Entertainment",R
26.0,5.0,26.0,75600000.0,0,0,0,0,4,8,0,0,0,0,2006-08-11,2006,8,11,1,0,19,United States of America,English,Tim Allen,Courteney Cox,Chevy Chase,Peter Hewitt,Adam Rifkin,David Berenbaum,4.4,23158.0,Zoom,605,5.3,"Family, Comedy, Adventure, Action, Science Fiction",88.0,15.576,"Revolution Studios, Team Todd, Boxing Cat Films",PG
